"searchResultsLargeThumbnail href","s-image src","action href","classifiedTitle","titleIcon href","titleIcon src","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsDateValue","searchResultsDateValue 2","searchResultsLocationValue"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-konak-da-3-plus1-110-m2-kombili-kiralik-arakat-26.000tl-1304788399/detay","https://i0.shbdn.com/photos/78/83/99/lthmb_1304788399ssl.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER KONAK DA 3+1. 110 M2 KOMBİLİ KİRALIK ARAKAT 26.000TL","https://dagemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","110","3+1","26.000 TL","11 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-3-plus1-kiralik-daire-1281663065/detay","https://i0.shbdn.com/photos/66/30/65/lthmb_12816630658r6.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","3+1 KİRALIK DAİRE","","","160","3+1","35.000 TL","11 Mart","2026","AtaevlerBarış Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-konak-mahallesinde-harika-bir-konumda-genis-4-plus1-kiralik-1291017284/detay","https://i0.shbdn.com/photos/01/72/84/lthmb_1291017284ofx.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","KONAK MAHALLESİNDE HARİKA BİR KONUMDA GENİŞ 4+1 KİRALIK","https://neticegrup.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","380","4+1","55.000 TL","11 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-beynilden-ataevlerde-kiralik-esyali-3-plus1-daire-1304796338/detay","https://i0.shbdn.com/photos/79/63/38/lthmb_1304796338dft.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Beynilden Ataevlerde Kiralık Eşyalı 3+1 Daire","https://beynilyatirim.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","140","3+1","35.000 TL","11 Mart","2026","AtaevlerBarış Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-balat-enduluspark-metroya-yakin-1-plus1-kiralik-luks-daire-1299122068/detay","https://i0.shbdn.com/photos/12/20/68/lthmb_1299122068tvc.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER BALAT ENDÜLÜSPARK METROYA YAKIN 1+1 KİRALIK LÜKS DAİRE","https://taskalegayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","60","1+1","26.000 TL","11 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-nilufer-besevler-de-esyali-kiralik-daire-1224167216/detay","https://i0.shbdn.com/photos/16/72/16/lthmb_1224167216vwb.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BURSA NİLÜFER BEŞEVLER DE EŞYALI KİRALIK DAİRE","https://yasaremlakofisi.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","43","1+1","15.000 TL","11 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-dialog-mihter-den-odunluk-prestijparkta-kiralik-4-plus1-esyali-daire-1293505538/detay","https://i0.shbdn.com/photos/50/55/38/lthmb_1293505538ug0.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","DİALOG MİHTER'DEN ODUNLUK PRESTİJPARKTA KİRALIK 4+1 EŞYALI DAİRE","https://mihtergayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","202","4+1","65.500 TL","11 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-camlica-da-esyali-1-plus1-kiralik-daire-1282846161/detay","https://i0.shbdn.com/photos/84/61/61/lthmb_1282846161337.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ÇAMLICA'DA EŞYALI 1+1 KİRALIK DAİRE","https://grandegayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","85","1+1","23.000 TL","11 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ataevler-umutkent-sitesi-2-plus1kiralik-2-balkonlu-onu-acik-1304769042/detay","https://i0.shbdn.com/photos/76/90/42/lthmb_1304769042bbu.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ATAEVLER UMUTKENT SİTESİ 2+1KİRALIK 2 BALKONLU ÖNÜ AÇIK","https://metropolgayrimenkulbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","95","2+1","32.000 TL","11 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-de-ici-komple-yenilenmis-sifir-esyali-kiralik-2-plus1-daire-1304762940/detay","https://i0.shbdn.com/photos/76/29/40/lthmb_1304762940cfj.jpg","https://www.sahibinden.com/kiralik?pagingOffset=150&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BEŞEVLER'DE İÇİ KOMPLE YENİLENMİŞ SIFIR EŞYALI KİRALIK 2+1 DAİRE","https://dilaplusgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","100","2+1","38.000 TL","11 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ong-plus-tan-besevler-kiralik-1-plus1-esyali-daire-1300955498/detay","https://i0.shbdn.com/photos/95/54/98/lthmb_1300955498t8v.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ONG PLUS'TAN BEŞEVLER KİRALIK 1+1 EŞYALI DAIRE","https://ongemlakgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","75","1+1","25.000 TL","11 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-pw-plus-balat-ta-metroya-50-mt-mesafede-butik-site-1-plus1-esyali-1275738721/detay","https://i0.shbdn.com/photos/73/87/21/lthmb_1275738721vp5.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","PW PLUS BALAT TA METROYA 50 MT MESAFEDE BUTİK SİTE 1+1 EŞYALI","https://plus.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","50","1+1","30.000 TL","12 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-odunluk-misiada-kiralik-1-plus1-esyali-modern-daire-1294325455/detay","https://image5.sahibinden.com/primeRow/32/54/55/pr_thmb_129432545503a.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Odunluk Misiada Kiralık 1+1 Eşyalı Modern Daire","https://worldgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","120","1+1","30.000 TL","11 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bilici-den-baris-mah.ozdilek-yaninda-bakimli-kiralik-2-plus1-daire-1292849224/detay","https://i0.shbdn.com/photos/84/92/24/lthmb_1292849224ljp.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BİLİCİ den BARIŞ MAH.ÖZDİLEK YANINDA BAKIMLI KİRALIK 2+1 DAİRE","https://bilicirealestate.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","115","2+1","29.500 TL","11 Mart","2026","AtaevlerBarış Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-esen-den-konak-ta-site-ici-manzarali-6-plus2-kiralik-dubleks-1293513180/detay","https://i0.shbdn.com/photos/51/31/80/lthmb_1293513180lgl.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ESEN'DEN KONAK'TA SİTE İÇİ MANZARALI - 6+2 KİRALIK DUBLEKS","https://esenemlakbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","400","6+2","70.000 TL","12 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-endulus-park-residence-esyali-1-plus1-1191041481/detay","https://i0.shbdn.com/photos/04/14/81/lthmb_1191041481v04.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Endülüs Park Residence eşyalı 1+1","","","70","1+1","35.000 TL","11 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-baris-mahallesi-sadettin-turkun-okuluna-50m-kombili-arakat-daire-1282341002/detay","https://i0.shbdn.com/photos/34/10/02/lthmb_1282341002bx1.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BARIŞ MAHALLESİ SADETTİN TÜRKÜN OKULUNA 50M KOMBİLİ ARAKAT DAİRE","https://oncu-emlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","160","3+1","35.000 TL","12 Mart","2026","AtaevlerBarış Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ataevler-mahallesinde-site-icinde-kiralik-ara-kat-3-plus1-daire-1304699733/detay","https://i0.shbdn.com/photos/69/97/33/lthmb_13046997330ld.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ATAEVLER MAHALLESİNDE SİTE İÇİNDE KİRALIK ARA KAT 3+1 DAİRE","https://sahgayrimenkulbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","130","3+1","27.000 TL","11 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-cadde-az-katli-binada-3-plus1-ara-kat-kiralik-daire-1273947586/detay","https://i0.shbdn.com/photos/94/75/86/lthmb_1273947586m2b.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BEŞEVLER CADDE AZ KATLI BİNADA 3+1 ARA KAT KİRALIK DAİRE","https://turyapertugrul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","170","3+1","27.000 TL","11 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-cb-ambiance-dan-dikencik-penta-sitesi-3-plus1-kiralik-daire-1304698408/detay","https://i0.shbdn.com/photos/69/84/08/lthmb_13046984082yy.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","CB AMBIANCE'DAN DİKENCİK PENTA SİTESİ 3+1 KİRALIK DAİRE","https://cbambiance.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","217","3+1","76.000 TL","11 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-newline-sitesinde-kiralik-daire-balat-bursa-1293674692/detay","https://i0.shbdn.com/photos/67/46/92/lthmb_1293674692wed.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NEWLİNE SİTESİNDE KİRALIK DAİRE / BALAT BURSA","","","199","4+1","140.000 TL","13 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-balat-ta-concept-balat-kiralik-2-plus1-esyali-ara-kat-daire-1304888621/detay","https://i0.shbdn.com/photos/88/86/21/lthmb_1304888621l81.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER BALAT'TA CONCEPT BALAT KİRALIK 2+1 EŞYALI ARA KAT DAİRE","https://homeinbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","120","2+1","53.000 TL","11 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-konak-ta-masrafsiz-temiz-3-plus1-kiralik-daire-1301895323/detay","https://i0.shbdn.com/photos/89/53/23/lthmb_1301895323e64.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Beşevler Konak'ta Masrafsız, Temiz 3+1 Kiralık Daire","https://rwjivagayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","135","3+1","25.750 TL","10 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-central-balat-da-wip-mukemmel-cepheli-1-plus1-esyali-kiralik-daire-1296165455/detay","https://i0.shbdn.com/photos/16/54/55/lthmb_12961654556hw.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","CENTRAL BALAT'DA (WİP) MÜKEMMEL CEPHELİ 1+1 EŞYALI KİRALIK DAİRE","https://mavigrupgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","113","1+1","38.000 TL","10 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-metro-ya-5-dk.onu-acik-ferah-2-plus1-kombili-isi-yalitimli-1223997292/detay","https://i0.shbdn.com/photos/99/72/92/lthmb_1223997292dwd.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","METRO'ya -5-DK.önü açık FERAH.. 2+1.. kombili.. ısı yalıtımlı","https://garantiligayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","90","2+1","21.000 TL","12 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-fethiye-de-kiralik-4-plus1-genis-ve-ferah-dubleks-daire-1301881894/detay","https://i0.shbdn.com/photos/88/18/94/lthmb_130188189441v.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER FETHİYE'DE KİRALIK 4+1 GENİŞ VE FERAH DUBLEKS DAİRE","https://dialogcentral.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","204","4+1","37.500 TL","10 Mart","2026","AtaevlerFethiye Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-konak-mahallesi-2-plus1-kiralik-daire-nilufer-metroya-cok-yakin-1304648555/detay","","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Konak Mahallesi - 2+1 Kiralık Daire - Nilüfer Metroya Çok Yakın","","","113","2+1","19.000 TL","10 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-kr-gold-dan-balat-ada-sapphire-de-kiralik-1-plus1-loft-daire-1299236882/detay","https://i0.shbdn.com/photos/23/68/82/lthmb_1299236882cjm.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","KR GOLD'DAN BALAT ADA SAPPHIRE'DE KİRALIK 1+1 LOFT DAİRE","https://krgoldgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","142","1+1","46.000 TL","11 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-nilufer-besevler-mh-de-2-plus1-kiralik-daire-1293270626/detay","https://i0.shbdn.com/photos/27/06/26/lthmb_12932706267jk.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Bursa Nilüfer Beşevler Mh.'de 2+1 Kiralık Daire","https://kwalfagayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","105","2+1","29.000 TL","10 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ofis-odak-nilufer-camlica-1-plus1-bahce-kati-kiralik-esyali-daire-1268426519/detay","https://i0.shbdn.com/photos/42/65/19/lthmb_12684265195f3.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","OFİS ODAK / NİLÜFER ÇAMLICA 1+1 BAHÇE KATI KİRALIK EŞYALI DAİRE","https://ofisodakgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","95","1+1","25.000 TL","10 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-merkezde-site-ici-genis-sahibinden-kiralik-daire-1304631269/detay","","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Beşevler Merkezde Site İçi Geniş Sahibinden Kiralık Daire","","","150","3+1","38.000 TL","10 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-de-kiralik-2-plus1-full-esyali-daire-1304631749/detay","https://i0.shbdn.com/photos/63/17/49/lthmb_13046317495mh.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BEŞEVLER'DE KİRALIK 2+1 FULL EŞYALI DAİRE","https://resitalroyale.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","100","2+1","36.000 TL","10 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-remax-advantage-dan-konak-cd-bursa-manzarali-kiralik-3-plus1-daire-1304618683/detay","https://i0.shbdn.com/photos/61/86/83/lthmb_1304618683lxu.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","REMAX ADVANTAGE DAN KONAK CD. BURSA MANZARALI KİRALIK 3+1 DAİRE","https://advantagegayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","135","3+1","28.000 TL","10 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-umutkent-sitesinde-2-plus1-kiralik-dubleks-daire-kapali-mutfakli-1304813458/detay","https://i0.shbdn.com/photos/81/34/58/lthmb_1304813458mzn.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","UMUTKENT SİTESİNDE 2+1 KİRALIK DUBLEKS DAİRE(KAPALI MUTFAKLI)","https://resitalplusgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","110","2+1","33.000 TL","11 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-gumustepe-de-harika-manzarali-site-ici-kiralik-3-plus1-daire-1304600977/detay","https://i0.shbdn.com/photos/60/09/77/lthmb_13046009772m7.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","GÜMÜŞTEPE DE HARİKA MANZARALI SİTE İÇİ KİRALIK 3+1 DAİRE","https://baysalgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","167","3+1","31.500 TL","10 Mart","2026","BeşevlerKültür Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-esen-den-besevler-de-arakat-kiralik-daire-1304597569/detay","https://i0.shbdn.com/photos/59/75/69/lthmb_1304597569ce4.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ESEN'DEN BEŞEVLER'DE ARAKAT KİRALIK DAİRE","https://esenemlakbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","130","3+1","25.000 TL","10 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-nilufer-besevler-mahallesinde-kiralik-firsat-daire-1295950546/detay","https://i0.shbdn.com/photos/95/05/46/lthmb_12959505466pb.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BURSA NİLÜFER BEŞEVLER MAHALLESİNDE KİRALIK FIRSAT DAİRE","https://yilmazzgayrimenkull.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","120","2+1","20.000 TL","10 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-gumustepe-de-panoromik-manzarali-5-plus1-kiralik-villa-1301458513/detay","https://i0.shbdn.com/photos/45/85/13/lthmb_1301458513o4i.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","GÜMÜŞTEPE' DE PANOROMİK MANZARALI 5+1 KİRALIK VİLLA","https://plncgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","360","5+1","105.000 TL","10 Mart","2026","BeşevlerGümüştepe Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-nilufer-balat-endulus-parkta-kiralik-2-plus1-daire-1304581967/detay","https://i0.shbdn.com/photos/58/19/67/lthmb_1304581967awm.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BURSA NİLÜFER BALAT ENDÜLÜS PARKTA KİRALIK 2+1 DAİRE","https://anilcelikgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","110","2+1","37.000 TL","10 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-serhat-tan-bursa-nilufer-balat-city-4-de-kiralik-2-plus1-daire-1304558025/detay","https://i0.shbdn.com/photos/55/80/25/lthmb_13045580252cs.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","▃█ SERHAT TAN █▃BURSA NİLÜFER BALAT CİTY-4 DE KİRALIK 2+1 DAİRE","https://serhatgayrimenkulmamak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","115","2+1","42.000 TL","10 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-kultur-de-5-plus1-kombili-asansorlu-dubleks-daire-1298688942/detay","https://i0.shbdn.com/photos/68/89/42/lthmb_12986889429sl.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Beşevler Kültür'de 5+1 Kombili Asansörlü Dubleks Daire","https://akcinemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","210","5+1","36.000 TL","10 Mart","2026","BeşevlerKültür Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ahmet-yesevi-mah-de-kiralik-1-plus1-dubleks-daire-1304577202/detay","https://i0.shbdn.com/photos/57/72/02/lthmb_13045772024cj.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","AHMET YESEVİ MAH DE KİRALIK 1+1 DUBLEKS DAİRE","https://erolozaydingayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","75","1+1","28.000 TL","10 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ong-plus-tan-harmony-towers-ta-kiralik-bahce-balkonlu-1-plus1-daire-1267245989/detay","https://i0.shbdn.com/photos/24/59/89/lthmb_1267245989esu.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ONG PLUS'TAN HARMONY TOWERS'TA KİRALIK BAHÇE-BALKONLU 1+1 DAİRE","https://ongemlakgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","110","1+1","40.000 TL","12 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-prestij16-dan-besevlerde-full-esyali-loft-daire-1304571085/detay","https://i0.shbdn.com/photos/57/10/85/lthmb_1304571085lrf.jpg","https://www.sahibinden.com/kiralik?pagingOffset=200&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","PRESTİJ16'dan BEŞEVLERDE FULL EŞYALI LOFT DAİRE","https://prestij16gayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","140","Stüdyo (1+0)","36.500 TL","10 Mart","2026","BeşevlerBeşevler Mh."
