"searchResultsLargeThumbnail href","s-image src","action href","classifiedTitle","titleIcon href","titleIcon src","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsDateValue","searchResultsDateValue 2","searchResultsLocationValue"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-besevler-bilginler-cad.3-plus1-139m2-arakat-daire-1284889270/detay","https://i0.shbdn.com/photos/88/92/70/lthmb_12848892705i6.jpg","https://www.sahibinden.com/kiralik?pagingOffset=50&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Bursa Beşevler Bilginler cad.3+1 139m2 arakat daire","https://bursaikikgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","139","3+1","40.000 TL","13 Mart","2026","BeşevlerKültür Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-harmony-towers-1-plus1-esyali-kiralik-daire-bahceli-1294187887/detay","https://i0.shbdn.com/photos/18/78/87/lthmb_1294187887hjk.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER HARMONY TOWERS 1+1 EŞYALI KİRALIK DAİRE BAHÇELİ","https://solmazyilmazgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","109","1+1","45.000 TL","14 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-odunlukta-kiralik-184-m2-4-plus1-luks-sifir-daire-1254595712/detay","https://i0.shbdn.com/photos/59/57/12/lthmb_12545957120nk.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ODUNLUKTA KİRALIK 184 m2 4+1 LÜKS SIFIR DAİRE","https://norayatirim.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","294","4+1","60.000 TL","13 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevlerde-esyali-kiralik-daire-abonelikler-acik-1262362103/detay","https://i0.shbdn.com/photos/36/21/03/lthmb_1262362103kji.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Beşevlerde eşyalı kiralık daire abonelikler açık","https://eamutawa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","60","1+1","22.000 TL","15 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-acik-otopark-31-yok-sb2f-mukemmel-otesi-merkezi-konum-846829431/detay","","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Sahibinden Açık Otopark 3+1 Yok Konut Mükemmel Ötesi Merkezi Konum","https://hdemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","160","3+1","32.500 TL","13 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-remax-leon-cumhuriyet-mah-gazi-caddesi-nde-kiralik-2-plus1-daire-1287165575/detay","https://i0.shbdn.com/photos/16/55/75/lthmb_1287165575098.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","REMAX LEON Cumhuriyet Mah Gazi Caddesi'nde Kiralık 2+1 Daire","https://remaxleon.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","130","2+1","32.500 TL","13 Mart","2026","AtaevlerCumhuriyet Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-emir-zafer-den-nilufer-camlica-da-140-m2-kiralik-3-plus1-daire-1299195841/detay","https://i0.shbdn.com/photos/19/58/41/lthmb_1299195841acp.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","EMİR ZAFER' DEN NİLÜFER ÇAMLICA DA 140 M² KİRALIK 3+1 DAİRE","https://keypartnersgayrimenkulemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","140","3+1","43.000 TL","14 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-mah-yildirim-cad-uzeri-kiralik-3-plus1-daire-1299651119/detay","https://i0.shbdn.com/photos/65/11/19/lthmb_1299651119dmy.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BEŞEVLER MAH. YILDIRIM CAD. ÜZERİ KİRALIK 3+1 DAİRE","https://guveninsaatbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","145","3+1","26.000 TL","13 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-saran-dan-ataevler-de-1-plus1-ful-esyali-ara-kat-kiralik-daire-1297566696/detay","https://i0.shbdn.com/photos/56/66/96/lthmb_12975666962im.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","SARAN'DAN ATAEVLER'DE 1+1 FUL EŞYALI ARA KAT KİRALIK DAİRE","https://sarangayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","80","1+1","31.000 TL","13 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-may-nilufer-den-besevler-de-site-icerisinde-genis-3-plus1-1296254732/detay","https://i0.shbdn.com/photos/25/47/32/lthmb_12962547325ai.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","MAY NİLÜFER DEN BEŞEVLER DE SİTE İÇERİSİNDE GENİŞ 3+1","https://maynilufergayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","165","3+1","29.000 TL","13 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-may-nilufer-den-konak-mah-kiralik-3-plus1-daire-1296258694/detay","https://i0.shbdn.com/photos/25/86/94/lthmb_1296258694upv.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","MAY NİLÜFER DEN KONAK MAH KİRALIK 3+1 DAİRE","https://maynilufergayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","160","3+1","30.000 TL","13 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ataevler-bulvarpark-sitesi-3-plus1-kiralik-daire-1305225002/detay","https://i0.shbdn.com/photos/22/50/02/lthmb_1305225002c0r.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ATAEVLER BULVARPARK SİTESİ 3+1 KİRALIK DAİRE","https://resitallocagayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","145","3+1","46.000 TL","13 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-camlica-ilman-kiralik-1-plus1-daire-1305200034/detay","https://i0.shbdn.com/photos/20/00/34/lthmb_1305200034pze.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ÇAMLICA İLMAN KİRALIK 1+1 DAİRE","https://harunatesgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","80","1+1","30.750 TL","13 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-kiralik-odunluk-ta-2-plus1-daire-1277631217/detay","https://i0.shbdn.com/photos/63/12/17/lthmb_1277631217np0.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Sahibinden Kiralık Odunluk'ta 2+1 Daire","","","80","2+1","23.500 TL","13 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-ataevler-3-plus1-kiralik-daire-1305210639/detay","https://i0.shbdn.com/photos/21/06/39/lthmb_13052106395n0.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BURSA ATAEVLER 3+1 KİRALIK DAİRE","https://city224.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","165","3+1","30.000 TL","13 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-balat-dikencik-meteor-evler-de-kiralik-dubleks-daire-1305209290/detay","https://i0.shbdn.com/photos/20/92/90/lthmb_1305209290eh1.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BALAT DİKENCİK METEOR EVLER DE KİRALIK DUBLEKS DAİRE","https://sozerigayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","373","4+1","110.000 TL","13 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-camlica-da-akevler-sitesinde-kombili-3-plus1-daire-1305201104/detay","https://i0.shbdn.com/photos/20/11/04/lthmb_1305201104k5y.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Nilüfer Çamlıca'da Akevler Sitesinde Kombili 3+1 Daire","https://akcinemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","150","3+1","37.000 TL","13 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-camlica-mahallesinde-2-plus1-esyali-kiralik-dubleks-daire-1299545206/detay","https://i0.shbdn.com/photos/54/52/06/lthmb_129954520641a.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BEŞEVLER ÇAMLICA MAHALLESİNDE 2+1 EŞYALI KİRALIK DUBLEKS DAİRE","https://miraarazi.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","85","2+1","24.000 TL","13 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-misi-de-modern-tasarimli-4-plus2-kiralik-luks-villa-1305193733/detay","https://i0.shbdn.com/photos/19/37/33/lthmb_13051937333oe.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER MİSİ ' DE MODERN TASARIMLI 4+2 KİRALIK LÜKS VİLLA","https://kristalturkiyedehagayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","550","4+2","150.000 TL","13 Mart","2026","BeşevlerGümüştepe Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-remax-advantage-suit-park-balat-sitesi-3-plus1-kiralik-arakat-daire-1305195442/detay","https://image5.sahibinden.com/primeRow/19/54/42/pr_thmb_13051954426rm.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","REMAX ADVANTAGE SUİT PARK BALAT SİTESİ 3+1 KİRALIK ARAKAT DAİRE","https://advantagegayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","130","3+1","45.000 TL","13 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-nilufer-balat-da-1-plus1-full-esyali-daire-1305187648/detay","https://i0.shbdn.com/photos/18/76/48/lthmb_1305187648lg4.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BURSA NİLÜFER BALAT DA 1+1 FULL EŞYALI DAİRE","https://vvkgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","92","1+1","35.000 TL","13 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-turyap-leyla-akcinar-dan-balat-ta-1-plus1-kiralik-daire-1299565397/detay","https://i0.shbdn.com/photos/56/53/97/lthmb_1299565397v9f.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","TURYAP LEYLA AKÇINAR'DAN BALAT'TA 1+1 KİRALIK DAİRE","https://turyapbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","75","1+1","35.000 TL","13 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-begum-yazicioglu-ndan-balat-26-plus-kiralik-dubleks-daire-1299168020/detay","https://i0.shbdn.com/photos/16/80/20/lthmb_1299168020bv5.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Begüm YAZICIOĞLU'ndan BALAT 26 PLUS KİRALIK DUBLEKS DAİRE","https://begumyazicioglu.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","185","3+1","47.500 TL","13 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-konak-mahallesi-3-plus1-kiralik-daire-1273395169/detay","https://i0.shbdn.com/photos/39/51/69/lthmb_1273395169f8c.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BEŞEVLER KONAK MAHALLESİ 3+1 KİRALIK DAİRE","https://fsmgayrimenkulbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","102","3+1","25.500 TL","13 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-balat-merkezi-lokasyonda-ipekogullari-apt-2-plus1-kiralik-daire-1299588856/detay","https://i0.shbdn.com/photos/58/88/56/lthmb_129958885677a.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BALAT MERKEZİ LOKASYONDA İPEKOĞULLARI APT. 2+1 KİRALIK DAİRE","https://duydialog.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","130","2+1","28.000 TL","13 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-nilufer-odunluk-ta-15300-misia-da-kiralik-daire-1247246930/detay","https://i0.shbdn.com/photos/24/69/30/lthmb_124724693036k.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BURSA NİLÜFER ODUNLUK'TA 15300 MİSİA'DA KİRALIK DAİRE","https://gencbayraktargayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","145","2+1","50.000 TL","13 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-rw-uygar-dan-besevler-bilginler-cad.kiralik-daire-1305164582/detay","https://i0.shbdn.com/photos/16/45/82/lthmb_13051645824io.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","RW UYGAR""DAN BEŞEVLER BİLGİNLER CAD.KİRALIK DAİRE","https://realtyworlduygargayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","130","3+1","26.000 TL","13 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-balat-endulus-parka-ta-on-cephe-kiralik-2-plus1-daire-1305159767/detay","https://i0.shbdn.com/photos/15/97/67/lthmb_1305159767fnh.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER BALAT ENDÜLÜS PARKA TA ÖN CEPHE KİRALIK 2+1 DAİRE","https://batutgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","105","2+1","41.000 TL","13 Mart","2026","AtaevlerBalat Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-balat-ahmet-yesevide-ada-sapphire-1-plus1-kiralik-daire-1284814109/detay","https://i0.shbdn.com/photos/81/41/09/lthmb_1284814109gui.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BALAT AHMET YESEVİDE ADA SAPPHİRE 1+1 KİRALIK DAİRE","https://siriusgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","92","1+1","30.000 TL","13 Mart","2026","AtaevlerAhmet Yesevi Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-besevler-bilginler-cd-doganay-sitesi-kiralik-daire-1299433618/detay","https://i0.shbdn.com/photos/43/36/18/lthmb_12994336187l8.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BURSA BEŞEVLER BİLGİNLER CD DOĞANAY SİTESİ KİRALIK DAİRE","https://resitaltekgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","145","3+1","23.000 TL","13 Mart","2026","BeşevlerBeşevler Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-gumustepe-mahallesinde-kiralik-4-plus1-villa-yeni-bina-1302363628/detay","https://i0.shbdn.com/photos/36/36/28/lthmb_1302363628dj2.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","GÜMÜŞTEPE MAHALLESİNDE KİRALIK 4+1 VİLLA YENİ BİNA","https://smartofficegayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","280","4+1","145.000 TL","13 Mart","2026","BeşevlerGümüştepe Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-besevler-konak-mahallesinde-3-plus1-site-ici-kiralik-daire-1299542597/detay","https://i0.shbdn.com/photos/54/25/97/lthmb_129954259770d.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","BEŞEVLER KONAK MAHALLESİNDE 3+1 SİTE İÇİ KİRALIK DAİRE","https://miraarazi.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","140","3+1","33.000 TL","13 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-dialog-sun-besevler-kultur-mahallesi-kiralik-3-plus1-daire-1291179228/detay","https://i0.shbdn.com/photos/17/92/28/lthmb_12911792287ij.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","DİALOG SUN BEŞEVLER KÜLTÜR MAHALLESİ KİRALIK 3+1 DAİRE","https://dialogsungayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","145","3+1","27.500 TL","13 Mart","2026","BeşevlerKültür Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-hakan-durmus-dan-konak-cad-uzeri-3-plus1-kombili-130-m2-kat-2-1286717756/detay","https://i0.shbdn.com/photos/71/77/56/lthmb_1286717756g3n.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","HAKAN DURMUŞ'dan Konak Cad. Üzeri 3+1 Kombili 130 m2 Kat:2","https://hdemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","160","3+1","25.000 TL","13 Mart","2026","BeşevlerKonak Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-hakan-durmus-dan-camlica-da-5-plus1-bakimli-250m2-cati-dubleks-1293046637/detay","https://i0.shbdn.com/photos/04/66/37/lthmb_1293046637fka.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","HAKAN DURMUŞ'DAN Çamlıca'da 5+1 BAKIMLI 250m2 Çatı Dubleks","https://hdemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","250","3+1","45.000 TL","13 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bursa-nilufer-ata-bulvarinda-4-plus1-kiralik-dubleks-1277170280/detay","https://i0.shbdn.com/photos/17/02/80/lthmb_1277170280sje.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Bursa Nilüfer Ata Bulvarında 4+1 Kiralık Dubleks","https://ebgroup.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","185","4+1","50.000 TL","13 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-rt-safir-gm-den-odunlukta-4-plus1-manzarali-kiralik-daire-1270212616/detay","https://i0.shbdn.com/photos/21/26/16/lthmb_12702126167w4.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","RT Safir Gm'den Odunlukta 4+1 Manzaralı Kiralık Daire","https://referanssafir.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","170","4+1","45.000 TL","12 Mart","2026","BeşevlerOdunluk Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-fethiye-mah-de-kiralik-5-plus1-dubleks-daire-1292400341/detay","https://i0.shbdn.com/photos/40/03/41/lthmb_1292400341tvm.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER FETHİYE MAH DE KİRALIK 5+1 DUBLEKS DAİRE","https://bursadenizgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","250","5+1","35.000 TL","12 Mart","2026","AtaevlerFethiye Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ers-den-ata-bulv-esyali-2-plus1-ozel-tasarim-kiralik-dubleks-daire-1299437155/detay","https://i0.shbdn.com/photos/43/71/55/lthmb_12994371550du.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ERS'DEN ATA BULV. EŞYALI 2+1 ÖZEL TASARIM KİRALIK DUBLEKS DAİRE","https://ersgayrimenkulbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","155","2+1","50.000 TL","12 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ataevler-izmir-yolunda-ozel-okullar-yani-kat-4-yurtseven-ap-1299364685/detay","https://i0.shbdn.com/photos/36/46/85/lthmb_1299364685xlu.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","ATAEVLER IZMIR YOLUNDA ÖZEL OKULLAR YANI KAT 4 YURTSEVEN AP","https://uygaremlakbursa.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","150","3+1","26.000 TL","12 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-dimora-cityde-3-plus1-luks-kiralik-daire-1305407041/detay","https://i0.shbdn.com/photos/40/70/41/lthmb_1305407041sou.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","DİMORA CITYDE 3+1 LÜKS KİRALIK DAİRE","https://platinyatirim.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","160","3+1","52.000 TL","14 Mart","2026","Ataevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-emir-zafer-den-nilufer-camlica-da-140-m2-kiralik-3-plus1-daire-1293176786/detay","https://i0.shbdn.com/photos/17/67/86/lthmb_12931767863i8.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","EMİR ZAFER' DEN NİLÜFER ÇAMLICA DA 140 M² KİRALIK 3+1 DAİRE","https://keypartnersgayrimenkulemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","140","3+1","32.000 TL","14 Mart","2026","BeşevlerÇamlıca Mh."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-fethiye-de-kiralik-5-plus1-dubleks-daire-1305042252/detay","https://i0.shbdn.com/photos/04/22/52/lthmb_13050422525v9.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","Nilüfer Fethiye'de Kiralık 5+1 Dubleks Daire","https://monsgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","175","5+1","32.000 TL","12 Mart","2026","AtaevlerFethiye Mah."
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-nilufer-ahmet-yesevi-mah-kiralik-3-plus1-ara-kat-daire-1305038848/detay","https://i0.shbdn.com/photos/03/88/48/lthmb_1305038848xjl.jpg","https://www.sahibinden.com/kiralik?pagingOffset=100&pagingSize=50&address_district=884&address_district=886&address_town=189&address_city=16#","NİLÜFER AHMET YESEVİ MAH. KİRALIK 3+1 ARA KAT DAİRE","https://incigrupgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","110","3+1","16.500 TL","12 Mart","2026","AtaevlerAhmet Yesevi Mah."
